,dataset,algorithm,tta-operation,accuracy,error,number of weight
0,AudioMNIST,CT,,99.63333333333333,0.36666666666667425,96231188
1,AudioMNIST,CT,Aug_elect,99.63333333333333,0.36666666666667425,96231188
2,AudioMNIST,CT,Mlt-train_elect,99.38333333333334,0.61666666666666,96231188
3,AudioMNIST,CT,Hybrid_elect,99.36666666666667,0.6333333333333258,96231188
