,dataset,algorithm,tta-operation,accuracy,error,number of weight
0,AudioMNIST,CT,,98.5,1.5,96231188
1,AudioMNIST,CT,Aug_elect,98.48333333333333,1.5166666666666657,96231188
2,AudioMNIST,CT,Mlt-train_elect,98.65,1.3499999999999943,96231188
3,AudioMNIST,CT,Hybrid_elect,98.61666666666666,1.38333333333334,96231188
