,dataset,algorithm,tta-operation,accuracy,error,number of weight
0,AudioMNIST,CT,,99.48333333333333,0.5166666666666657,96231188
1,AudioMNIST,CT,Aug_elect,99.46666666666667,0.5333333333333314,96231188
2,AudioMNIST,CT,Mlt-train_elect,99.63333333333333,0.36666666666667425,96231188
3,AudioMNIST,CT,Hybrid_elect,99.63333333333333,0.36666666666667425,96231188
