,dataset,algorithm,tta-operation,accuracy,error,number of weight
0,AudioMNIST,CT,,99.88333333333334,0.11666666666666003,96231188
1,AudioMNIST,CT,Aug_elect,99.88333333333334,0.11666666666666003,96231188
2,AudioMNIST,CT,Mlt-train_elect,99.96666666666667,0.03333333333333144,96231188
3,AudioMNIST,CT,Hybrid_elect,99.95,0.04999999999999716,96231188
