,dataset,algorithm,tta-operation,accuracy,error,number of weight
0,AudioMNIST,CT,,99.73333333333333,0.2666666666666657,96231188
1,AudioMNIST,CT,Aug_elect,99.78333333333333,0.21666666666666856,96231188
2,AudioMNIST,CT,Mlt-train_elect,99.93333333333332,0.06666666666667709,96231188
3,AudioMNIST,CT,Hybrid_elect,99.93333333333332,0.06666666666667709,96231188
