,dataset,algorithm,tta-operation,accuracy,error,number of weight
0,AudioMNIST,FCE,,99.25,0.75,99126548
1,AudioMNIST,FCE,aug-elect,99.06666666666666,0.9333333333333371,99126548
2,AudioMNIST,FCE,multi-train,99.38333333333334,0.61666666666666,99126548
3,AudioMNIST,FCE,hybrid-elect,98.73333333333333,1.2666666666666657,99126548
